Year,Country / territory of asylum/residence,Origin,Population type,Value
2010,South Africa,Dem. Rep. of the Congo,Returnees,15
2010,South Africa,Rwanda,Returnees,5
2010,South Africa,Sudan,Returnees,1
2010,South Africa,Zimbabwe,Returnees,103
2010,Zambia,Angola,Returnees,399
2010,Zambia,Burundi,Returnees,12
2010,Zambia,Dem. Rep. of the Congo,Returnees,9265
2010,Zambia,Rwanda,Returnees,7
2010,Zambia,Uganda,Returnees,4
2011,Afghanistan,Pakistan,Returnees,3448
2011,Angola,Dem. Rep. of the Congo,Returnees,1
2011,United Arab Emirates,Iraq,Returnees,1285
2011,Australia,Bosnia and Herzegovina,Returnees,5
2011,Australia,Iraq,Returnees,680
2011,Austria,Bosnia and Herzegovina,Returnees,29
2011,Azerbaijan,Afghanistan,Returnees,8
2011,Azerbaijan,Russian Federation,Returnees,15
2011,Burundi,Dem. Rep. of the Congo,Returnees,486
2011,Burundi,Rwanda,Returnees,4
2011,Belgium,Bosnia and Herzegovina,Returnees,2
2011,Benin,Burundi,Returnees,3
2011,Benin,C̫te d'Ivoire,Returnees,6
2011,Benin,Dem. Rep. of the Congo,Returnees,15
2011,Benin,Congo,Returnees,14
2011,Benin,Rwanda,Returnees,3
2011,Benin,Togo,Returnees,64
2011,Burkina Faso,C̫te d'Ivoire,Returnees,1
2011,Burkina Faso,Togo,Returnees,1
2011,Bangladesh,Sri Lanka,Returnees,2
2011,Bosnia and Herzegovina,Croatia,Returnees,227
2011,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,54
2011,Brazil,Colombia,Returnees,4
2011,Brazil,Guatemala,Returnees,2
2011,Botswana,Angola,Returnees,29
2011,Botswana,Namibia,Returnees,41
2011,Botswana,Uganda,Returnees,1
2011,Botswana,Zimbabwe,Returnees,19
2011,Central African Rep.,Dem. Rep. of the Congo,Returnees,11641
2011,Canada,Bosnia and Herzegovina,Returnees,3
2011,Canada,Iraq,Returnees,615
2011,Switzerland,Bosnia and Herzegovina,Returnees,41
2011,China,Somalia,Returnees,1
2011,C̫te d'Ivoire,Burundi,Returnees,4
2011,C̫te d'Ivoire,Dem. Rep. of the Congo,Returnees,1
2011,C̫te d'Ivoire,Liberia,Returnees,1174
2011,Cameroon,Burundi,Returnees,6
2011,Cameroon,Central African Rep.,Returnees,2497
2011,Cameroon,Dem. Rep. of the Congo,Returnees,5
2011,Cameroon,Liberia,Returnees,1
2011,Cameroon,Rwanda,Returnees,21
2011,Cameroon,Chad,Returnees,73
2011,Dem. Rep. of the Congo,Angola,Returnees,1538
2011,Dem. Rep. of the Congo,Burundi,Returnees,3944
2011,Dem. Rep. of the Congo,Central African Rep.,Returnees,8
2011,Dem. Rep. of the Congo,Congo,Returnees,14
2011,Dem. Rep. of the Congo,Rwanda,Returnees,8352
2011,Dem. Rep. of the Congo,Sudan,Returnees,8
2011,Dem. Rep. of the Congo,South Sudan,Returnees,8
2011,Congo,Dem. Rep. of the Congo,Returnees,763
2011,Congo,Rwanda,Returnees,55
2011,Costa Rica,Colombia,Returnees,2
2011,Costa Rica,Cuba,Returnees,3
2011,Germany,Bosnia and Herzegovina,Returnees,98
2011,Germany,Iraq,Returnees,905
2011,Djibouti,Dem. Rep. of the Congo,Returnees,1
2011,Denmark,Bosnia and Herzegovina,Returnees,18
2011,Denmark,Iraq,Returnees,685
2011,Ecuador,Colombia,Returnees,18
2011,Egypt,Burundi,Returnees,1
2011,Egypt,C̫te d'Ivoire,Returnees,8
2011,Egypt,Congo,Returnees,1
2011,Egypt,Ethiopia,Returnees,6
2011,Egypt,India,Returnees,1
2011,Egypt,Iraq,Returnees,1735
2011,Egypt,Sudan,Returnees,144
2011,Egypt,Somalia,Returnees,18
2011,Egypt,Togo,Returnees,1
2011,Egypt,Tunisia,Returnees,4
2011,Spain,Bosnia and Herzegovina,Returnees,1
2011,Ethiopia,Sudan,Returnees,268
2011,Ethiopia,South Sudan,Returnees,1
2011,Finland,Bosnia and Herzegovina,Returnees,8
2011,Finland,Iraq,Returnees,129
2011,France,Bosnia and Herzegovina,Returnees,14
2011,Gabon,Congo,Returnees,708
2011,Gabon,Rwanda,Returnees,1
2011,United Kingdom,Bosnia and Herzegovina,Returnees,4
2011,United Kingdom,Iraq,Returnees,835
2011,Georgia,Sri Lanka,Returnees,1
2011,Georgia,Russian Federation,Returnees,19
2011,Ghana,Liberia,Returnees,470
2011,Ghana,Togo,Returnees,9
2011,Guinea,C̫te d'Ivoire,Returnees,10
2011,Guinea,Liberia,Returnees,49
2011,Gambia,Liberia,Returnees,4
2011,Greece,Iraq,Returnees,90
2011,"China, Hong Kong SAR",Somalia,Returnees,1
2011,Croatia,Bosnia and Herzegovina,Returnees,63
2011,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,19
2011,Indonesia,Iraq,Returnees,6
2011,India,Afghanistan,Returnees,98
2011,India,Sri Lanka,Returnees,2307
2011,Iran (Islamic Rep. of),Afghanistan,Returnees,18851
2011,Iran (Islamic Rep. of),Iraq,Returnees,18015
2011,Israel,C̫te d'Ivoire,Returnees,1
2011,Israel,Sudan,Returnees,100
2011,Italy,Bosnia and Herzegovina,Returnees,2
2011,Jordan,Iraq,Returnees,4575
2011,Kazakhstan,Afghanistan,Returnees,6
2011,Kazakhstan,Russian Federation,Returnees,2
2011,Kenya,Burundi,Returnees,12
2011,Kenya,Dem. Rep. of the Congo,Returnees,4
2011,Kenya,Iraq,Returnees,1
2011,Kenya,Mozambique,Returnees,5
2011,Kenya,Rwanda,Returnees,3
2011,Kenya,Sudan,Returnees,28
2011,Kenya,Somalia,Returnees,70
2011,Kenya,Uganda,Returnees,4
2011,Kyrgyzstan,Iraq,Returnees,1
2011,Kyrgyzstan,Russian Federation,Returnees,2
2011,Cambodia,Viet Nam,Returnees,21
2011,Lebanon,Iraq,Returnees,560
2011,Liberia,C̫te d'Ivoire,Returnees,135109
2011,Liberia,Chad,Returnees,1
2011,Libya,Iraq,Returnees,1070
2011,Libya,Sudan,Returnees,17823
2011,Libya,Somalia,Returnees,16
2011,Saint Lucia,Sri Lanka,Returnees,1
2011,Lithuania,Afghanistan,Returnees,1
2011,Luxembourg,Bosnia and Herzegovina,Returnees,2
2011,Morocco,Tunisia,Returnees,1
2011,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,248
2011,Montenegro,Bosnia and Herzegovina,Returnees,3
2011,Montenegro,Croatia,Returnees,12
2011,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,71
2011,Mozambique,Rwanda,Returnees,5
2011,Mauritania,Chad,Returnees,1
2011,Mauritania,Togo,Returnees,1
2011,Malawi,Burundi,Returnees,15
2011,Malawi,Dem. Rep. of the Congo,Returnees,15
2011,Malawi,Rwanda,Returnees,32
2011,Malawi,Uganda,Returnees,4
2011,Malaysia,Iraq,Returnees,90
2011,Malaysia,Sri Lanka,Returnees,53
2011,Namibia,Angola,Returnees,28
2011,Namibia,Burundi,Returnees,17
2011,Namibia,Dem. Rep. of the Congo,Returnees,10
2011,Namibia,Rwanda,Returnees,1
2011,Nigeria,Liberia,Returnees,1
2011,Nigeria,Sudan,Returnees,7
2011,Nigeria,South Sudan,Returnees,12
2011,Netherlands,Bosnia and Herzegovina,Returnees,13
2011,Netherlands,Iraq,Returnees,920
2011,Norway,Bosnia and Herzegovina,Returnees,23
2011,Norway,Iraq,Returnees,320
2011,Oman,Iraq,Returnees,220
2011,Pakistan,Afghanistan,Returnees,52096
2011,Romania,Iraq,Returnees,125
2011,Russian Federation,Afghanistan,Returnees,22
2011,Russian Federation,Sri Lanka,Returnees,1
2011,Russian Federation,Pakistan,Returnees,1
2011,Russian Federation,Sudan,Returnees,1
2011,Rwanda,Burundi,Returnees,4
2011,Saudi Arabia,Iraq,Returnees,175
2011,Sudan,Uganda,Returnees,1
2011,Senegal,Guinea,Returnees,1
2011,Senegal,Mauritania,Returnees,1367
2011,Sierra Leone,C̫te d'Ivoire,Returnees,9
2011,Sierra Leone,Liberia,Returnees,67
2011,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,6
2011,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,200
2011,Slovenia,Bosnia and Herzegovina,Returnees,17
2011,Sweden,Bosnia and Herzegovina,Returnees,37
2011,Sweden,Iraq,Returnees,2265
2011,Swaziland,Burundi,Returnees,1
2011,Syrian Arab Rep.,Afghanistan,Returnees,4
2011,Syrian Arab Rep.,Iraq,Returnees,28230
2011,Syrian Arab Rep.,Jordan,Returnees,2
2011,Chad,Central African Rep.,Returnees,6469
2011,Chad,Dem. Rep. of the Congo,Returnees,10
2011,Chad,Sudan,Returnees,30885
2011,Togo,C̫te d'Ivoire,Returnees,61
2011,Togo,Iran (Islamic Rep. of),Returnees,1
2011,Togo,Rwanda,Returnees,6
2011,Togo,Chad,Returnees,1
2011,Tajikistan,Afghanistan,Returnees,52
2011,Turkmenistan,Russian Federation,Returnees,3
2011,Tunisia,Iraq,Returnees,1
2011,Tunisia,Libya,Returnees,148951
2011,Turkey,Iraq,Returnees,215
2011,United Rep. of Tanzania,Burundi,Returnees,339
2011,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,102
2011,Uganda,Burundi,Returnees,1
2011,Uganda,Dem. Rep. of the Congo,Returnees,7985
2011,Uganda,Kenya,Returnees,69
2011,Uganda,Rwanda,Returnees,7
2011,Uganda,Sudan,Returnees,807
2011,Uganda,South Sudan,Returnees,885
2011,Ukraine,Afghanistan,Returnees,7
2011,Ukraine,Angola,Returnees,1
2011,Ukraine,C̫te d'Ivoire,Returnees,1
2011,Ukraine,Tajikistan,Returnees,1
2011,United States of America,Bosnia and Herzegovina,Returnees,47
2011,United States of America,Iraq,Returnees,1769
2011,Various/Unknown,Bosnia and Herzegovina,Returnees,13
2011,Various/Unknown,Iraq,Returnees,932
2011,Various/Unknown,Liberia,Returnees,2
2011,Yemen,Ethiopia,Returnees,15
2011,Yemen,Iraq,Returnees,640
2011,Yemen,Somalia,Returnees,106
2011,South Africa,Burundi,Returnees,15
2011,South Africa,Dem. Rep. of the Congo,Returnees,12
2011,South Africa,Congo,Returnees,5
2011,South Africa,Rwanda,Returnees,5
2011,Zambia,Angola,Returnees,2371
2011,Zambia,Burundi,Returnees,16
2011,Zambia,Dem. Rep. of the Congo,Returnees,20
2011,Zambia,Rwanda,Returnees,29
2011,Zambia,Sudan,Returnees,2
2011,Zambia,Uganda,Returnees,10
2011,Zimbabwe,Dem. Rep. of the Congo,Returnees,10
2011,Zimbabwe,Sudan,Returnees,1
2012,Angola,Rwanda,Returnees,1
2012,Albania,Czech Rep.,Returnees,2
2012,Albania,Egypt,Returnees,1
2012,United Arab Emirates,Iraq,Returnees,1495
2012,Australia,Bosnia and Herzegovina,Returnees,3
2012,Australia,Iraq,Returnees,660
2012,Austria,Bosnia and Herzegovina,Returnees,11
2012,Azerbaijan,Afghanistan,Returnees,2
2012,Burundi,Dem. Rep. of the Congo,Returnees,260
2012,Burundi,Rwanda,Returnees,3
2012,Burundi,Uganda,Returnees,10
2012,Belgium,Iraq,Returnees,95
2012,Benin,Central African Rep.,Returnees,1
2012,Benin,C̫te d'Ivoire,Returnees,111
2012,Benin,Dem. Rep. of the Congo,Returnees,7
2012,Benin,Congo,Returnees,6
2012,Benin,Liberia,Returnees,2
2012,Benin,Rwanda,Returnees,1
2012,Benin,Togo,Returnees,12
2012,Burkina Faso,Burundi,Returnees,2
2012,Burkina Faso,C̫te d'Ivoire,Returnees,7
2012,Burkina Faso,Congo,Returnees,2
2012,Burkina Faso,Ghana,Returnees,1
2012,Burkina Faso,Mali,Returnees,28
2012,Burkina Faso,Chad,Returnees,1
2012,Bangladesh,Somalia,Returnees,2
2012,Bosnia and Herzegovina,Croatia,Returnees,77
2012,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,20
2012,Bosnia and Herzegovina,Tunisia,Returnees,1
2012,Botswana,Angola,Returnees,68
2012,Botswana,Dem. Rep. of the Congo,Returnees,1
2012,Botswana,Eritrea,Returnees,1
2012,Botswana,Sudan,Returnees,3
2012,Botswana,South Africa,Returnees,1
2012,Botswana,Zimbabwe,Returnees,21
2012,Central African Rep.,Dem. Rep. of the Congo,Returnees,794
2012,Central African Rep.,Liberia,Returnees,5
2012,Central African Rep.,Rwanda,Returnees,4
2012,Canada,Bosnia and Herzegovina,Returnees,3
2012,Canada,Iraq,Returnees,545
2012,Switzerland,Bosnia and Herzegovina,Returnees,7
2012,C̫te d'Ivoire,Burkina Faso,Returnees,2
2012,C̫te d'Ivoire,Eritrea,Returnees,3
2012,C̫te d'Ivoire,Liberia,Returnees,17585
2012,Cameroon,Burundi,Returnees,6
2012,Cameroon,Central African Rep.,Returnees,347
2012,Cameroon,C̫te d'Ivoire,Returnees,6
2012,Cameroon,Dem. Rep. of the Congo,Returnees,3
2012,Cameroon,Congo,Returnees,1
2012,Cameroon,Liberia,Returnees,4
2012,Cameroon,Rwanda,Returnees,19
2012,Cameroon,Chad,Returnees,1711
2012,Dem. Rep. of the Congo,Angola,Returnees,15573
2012,Dem. Rep. of the Congo,Burundi,Returnees,476
2012,Dem. Rep. of the Congo,Rwanda,Returnees,10780
2012,Congo,Angola,Returnees,190
2012,Congo,Central African Rep.,Returnees,1
2012,Congo,Dem. Rep. of the Congo,Returnees,46385
2012,Congo,Rwanda,Returnees,18
2012,Congo,Chad,Returnees,1
2012,Costa Rica,Colombia,Returnees,4
2012,Czech Rep.,Bosnia and Herzegovina,Returnees,1
2012,Germany,Bosnia and Herzegovina,Returnees,65
2012,Germany,Iraq,Returnees,955
2012,Denmark,Bosnia and Herzegovina,Returnees,1
2012,Denmark,Iraq,Returnees,705
2012,Algeria,Libya,Returnees,6
2012,Algeria,Somalia,Returnees,1
2012,Ecuador,Colombia,Returnees,6
2012,Egypt,C̫te d'Ivoire,Returnees,4
2012,Egypt,Ethiopia,Returnees,6
2012,Egypt,Iraq,Returnees,1565
2012,Egypt,Sudan,Returnees,150
2012,Egypt,South Sudan,Returnees,2
2012,Eritrea,Ethiopia,Returnees,1
2012,Spain,Bosnia and Herzegovina,Returnees,1
2012,Ethiopia,South Sudan,Returnees,5
2012,Finland,Bosnia and Herzegovina,Returnees,1
2012,Finland,Iraq,Returnees,85
2012,France,Bosnia and Herzegovina,Returnees,6
2012,Gabon,C̫te d'Ivoire,Returnees,1
2012,Gabon,Congo,Returnees,44
2012,Gabon,Equatorial Guinea,Returnees,1
2012,Gabon,Chad,Returnees,12
2012,United Kingdom,Bosnia and Herzegovina,Returnees,4
2012,United Kingdom,Iraq,Returnees,840
2012,Ghana,C̫te d'Ivoire,Returnees,77
2012,Ghana,Liberia,Returnees,4710
2012,Ghana,Sudan,Returnees,1
2012,Ghana,Togo,Returnees,79
2012,Guinea,C̫te d'Ivoire,Returnees,12
2012,Guinea,Liberia,Returnees,5548
2012,Gambia,Liberia,Returnees,332
2012,Guinea-Bissau,C̫te d'Ivoire,Returnees,3
2012,Guinea-Bissau,Liberia,Returnees,2
2012,Greece,Iraq,Returnees,90
2012,"China, Hong Kong SAR",Sri Lanka,Returnees,1
2012,Croatia,Bosnia and Herzegovina,Returnees,67
2012,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,6
2012,Indonesia,Afghanistan,Returnees,3
2012,Indonesia,Sri Lanka,Returnees,1
2012,India,Afghanistan,Returnees,105
2012,India,Sri Lanka,Returnees,1451
2012,Iran (Islamic Rep. of),Afghanistan,Returnees,15035
2012,Iran (Islamic Rep. of),Iraq,Returnees,6855
2012,Iraq,Iran (Islamic Rep. of),Returnees,3
2012,Israel,Eritrea,Returnees,1
2012,Israel,South Sudan,Returnees,325
2012,Italy,Iraq,Returnees,75
2012,Jordan,Iraq,Returnees,2820
2012,Kazakhstan,Afghanistan,Returnees,7
2012,Kazakhstan,Russian Federation,Returnees,7
2012,Kenya,Burundi,Returnees,4
2012,Kenya,Dem. Rep. of the Congo,Returnees,7
2012,Kenya,Rwanda,Returnees,1
2012,Kenya,Somalia,Returnees,4
2012,Kenya,Uganda,Returnees,1
2012,Kyrgyzstan,Afghanistan,Returnees,3
2012,Cambodia,Iran (Islamic Rep. of),Returnees,1
2012,Cambodia,Sri Lanka,Returnees,1
2012,Kuwait,Iraq,Returnees,95
2012,Lebanon,Iraq,Returnees,595
2012,Liberia,C̫te d'Ivoire,Returnees,71987
2012,Libya,Iraq,Returnees,615
2012,Sri Lanka,Pakistan,Returnees,1
2012,Morocco,C̫te d'Ivoire,Returnees,3
2012,Rep. of Moldova,Armenia,Returnees,1
2012,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,43
2012,Mali,C̫te d'Ivoire,Returnees,156
2012,Mali,Liberia,Returnees,20
2012,Montenegro,Bosnia and Herzegovina,Returnees,4
2012,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,124
2012,Mozambique,Burundi,Returnees,8
2012,Mauritania,C̫te d'Ivoire,Returnees,6
2012,Mauritania,Liberia,Returnees,8
2012,Malawi,Burundi,Returnees,22
2012,Malawi,Dem. Rep. of the Congo,Returnees,38
2012,Malawi,Rwanda,Returnees,24
2012,Malaysia,Iraq,Returnees,150
2012,Malaysia,Sri Lanka,Returnees,25
2012,Namibia,Angola,Returnees,2808
2012,Namibia,Dem. Rep. of the Congo,Returnees,5
2012,Niger,C̫te d'Ivoire,Returnees,3
2012,Nigeria,C̫te d'Ivoire,Returnees,1
2012,Nigeria,Liberia,Returnees,167
2012,Nigeria,Sudan,Returnees,3
2012,Netherlands,Bosnia and Herzegovina,Returnees,2
2012,Netherlands,Iraq,Returnees,720
2012,Norway,Bosnia and Herzegovina,Returnees,1
2012,Norway,Iraq,Returnees,345
2012,Oman,Iraq,Returnees,255
2012,Pakistan,Afghanistan,Returnees,83423
2012,Pakistan,Algeria,Returnees,7
2012,Pakistan,Rwanda,Returnees,6
2012,Papua New Guinea,Indonesia,Returnees,35
2012,Romania,Iraq,Returnees,75
2012,Russian Federation,Afghanistan,Returnees,15
2012,Russian Federation,Iraq,Returnees,4
2012,Rwanda,Burundi,Returnees,3
2012,Saudi Arabia,Iraq,Returnees,350
2012,Sudan,Burundi,Returnees,2
2012,Sudan,Dem. Rep. of the Congo,Returnees,2436
2012,Sudan,Ethiopia,Returnees,7
2012,Sudan,Iraq,Returnees,105
2012,Sudan,Liberia,Returnees,1
2012,Sudan,Somalia,Returnees,1
2012,Sudan,Uganda,Returnees,1
2012,Senegal,C̫te d'Ivoire,Returnees,8
2012,Senegal,Liberia,Returnees,7
2012,Senegal,Mauritania,Returnees,6208
2012,Sierra Leone,Liberia,Returnees,1032
2012,Somalia,Ethiopia,Returnees,1
2012,Somalia,United Rep. of Tanzania,Returnees,44
2012,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,2
2012,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,21
2012,Slovenia,Bosnia and Herzegovina,Returnees,31
2012,Sweden,Bosnia and Herzegovina,Returnees,18
2012,Sweden,Iraq,Returnees,2545
2012,Syrian Arab Rep.,Egypt,Returnees,3
2012,Syrian Arab Rep.,Eritrea,Returnees,1
2012,Syrian Arab Rep.,Iran (Islamic Rep. of),Returnees,2
2012,Syrian Arab Rep.,Iraq,Returnees,56930
2012,Syrian Arab Rep.,Pakistan,Returnees,1
2012,Syrian Arab Rep.,Saudi Arabia,Returnees,1
2012,Chad,Central African Rep.,Returnees,1966
2012,Chad,Sudan,Returnees,17657
2012,Togo,C̫te d'Ivoire,Returnees,460
2012,Togo,Dem. Rep. of the Congo,Returnees,2
2012,Togo,Congo,Returnees,1
2012,Togo,Rwanda,Returnees,2
2012,Togo,Chad,Returnees,1
2012,Tajikistan,Afghanistan,Returnees,6
2012,Tunisia,Iraq,Returnees,6
2012,Tunisia,Libya,Returnees,1049
2012,Turkey,Iraq,Returnees,215
2012,Turkey,Syrian Arab Rep.,Returnees,68573
2012,United Rep. of Tanzania,Burundi,Returnees,35200
2012,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,65
2012,Uganda,Dem. Rep. of the Congo,Returnees,21912
2012,Uganda,Rwanda,Returnees,375
2012,Uganda,Sudan,Returnees,1671
2012,Uganda,South Sudan,Returnees,1906
2012,Ukraine,Afghanistan,Returnees,10
2012,Ukraine,Ethiopia,Returnees,1
2012,Ukraine,Russian Federation,Returnees,4
2012,Uruguay,Peru,Returnees,1
2012,United States of America,Bosnia and Herzegovina,Returnees,23
2012,United States of America,Iraq,Returnees,1120
2012,Various/Unknown,Bosnia and Herzegovina,Returnees,27
2012,Various/Unknown,Iraq,Returnees,685
2012,Various/Unknown,Liberia,Returnees,49
2012,Yemen,Ethiopia,Returnees,16
2012,Yemen,Iraq,Returnees,675
2012,Yemen,Somalia,Returnees,40
2012,South Africa,Burundi,Returnees,13
2012,South Africa,Dem. Rep. of the Congo,Returnees,8
2012,South Africa,Sri Lanka,Returnees,1
2012,South Africa,Rwanda,Returnees,1
2012,South Africa,Zambia,Returnees,2
2012,Zambia,Angola,Returnees,1085
2012,Zambia,Burundi,Returnees,5
2012,Zambia,Dem. Rep. of the Congo,Returnees,1
2012,Zambia,Rwanda,Returnees,14
2012,Zambia,Uganda,Returnees,8
2013,Angola,Dem. Rep. of the Congo,Returnees,1
2013,Angola,Rwanda,Returnees,7
2013,Albania,Algeria,Returnees,1
2013,Albania,Tunisia,Returnees,2
2013,United Arab Emirates,Iraq,Returnees,835
2013,Armenia,C̫te d'Ivoire,Returnees,1
2013,Australia,Bosnia and Herzegovina,Returnees,1
2013,Australia,Iraq,Returnees,345
2013,Austria,Bosnia and Herzegovina,Returnees,9
2013,Azerbaijan,Afghanistan,Returnees,17
2013,Azerbaijan,Iran (Islamic Rep. of),Returnees,1
2013,Burundi,Dem. Rep. of the Congo,Returnees,285
2013,Burundi,Rwanda,Returnees,73
2013,Benin,Burundi,Returnees,1
2013,Benin,Central African Rep.,Returnees,1
2013,Benin,C̫te d'Ivoire,Returnees,101
2013,Benin,Dem. Rep. of the Congo,Returnees,9
2013,Benin,Congo,Returnees,3
2013,Benin,Nigeria,Returnees,16
2013,Benin,Rwanda,Returnees,3
2013,Benin,Chad,Returnees,3
2013,Benin,Togo,Returnees,103
2013,Burkina Faso,Burundi,Returnees,2
2013,Burkina Faso,Congo,Returnees,6
2013,Burkina Faso,Mali,Returnees,3758
2013,Bangladesh,Myanmar,Returnees,5
2013,Bosnia and Herzegovina,Croatia,Returnees,84
2013,Belarus,Ethiopia,Returnees,1
2013,Belarus,Georgia,Returnees,1
2013,Brazil,Colombia,Returnees,13
2013,Brazil,Ecuador,Returnees,1
2013,Brazil,Palestinian,Returnees,1
2013,Botswana,Angola,Returnees,429
2013,Botswana,Namibia,Returnees,28
2013,Botswana,Zimbabwe,Returnees,2
2013,Central African Rep.,C̫te d'Ivoire,Returnees,2
2013,Central African Rep.,Dem. Rep. of the Congo,Returnees,305
2013,Central African Rep.,Rwanda,Returnees,18
2013,Central African Rep.,Sudan,Returnees,2
2013,Canada,Iraq,Returnees,295
2013,Switzerland,Bosnia and Herzegovina,Returnees,5
2013,C̫te d'Ivoire,Burundi,Returnees,8
2013,C̫te d'Ivoire,Congo,Returnees,1
2013,C̫te d'Ivoire,Liberia,Returnees,40
2013,Cameroon,Burundi,Returnees,1
2013,Cameroon,C̫te d'Ivoire,Returnees,5
2013,Cameroon,Dem. Rep. of the Congo,Returnees,2
2013,Cameroon,Congo,Returnees,6
2013,Cameroon,Ghana,Returnees,1
2013,Cameroon,Nigeria,Returnees,1
2013,Cameroon,Rwanda,Returnees,2
2013,Cameroon,Chad,Returnees,384
2013,Dem. Rep. of the Congo,Burundi,Returnees,1498
2013,Dem. Rep. of the Congo,Rwanda,Returnees,7199
2013,Congo,Burundi,Returnees,6
2013,Congo,Dem. Rep. of the Congo,Returnees,62865
2013,Congo,Liberia,Returnees,1
2013,Congo,Sri Lanka,Returnees,1
2013,Congo,Rwanda,Returnees,64
2013,Costa Rica,Colombia,Returnees,1
2013,Cuba,Colombia,Returnees,1
2013,Germany,Bosnia and Herzegovina,Returnees,20
2013,Germany,Iraq,Returnees,685
2013,Djibouti,Somalia,Returnees,46
2013,Denmark,Bosnia and Herzegovina,Returnees,1
2013,Denmark,Iraq,Returnees,310
2013,Dominican Rep.,Syrian Arab Rep.,Returnees,4
2013,Algeria,C̫te d'Ivoire,Returnees,1
2013,Algeria,Dem. Rep. of the Congo,Returnees,2
2013,Algeria,Guinea,Returnees,2
2013,Algeria,Mali,Returnees,921
2013,Algeria,Palestinian,Returnees,3
2013,Ecuador,Colombia,Returnees,1
2013,Egypt,C̫te d'Ivoire,Returnees,12
2013,Egypt,Ethiopia,Returnees,3
2013,Egypt,Iraq,Returnees,750
2013,Egypt,Mali,Returnees,1
2013,Egypt,Sudan,Returnees,14
2013,Egypt,South Sudan,Returnees,94
2013,Eritrea,South Sudan,Returnees,15
2013,Ethiopia,Somalia,Returnees,4481
2013,Ethiopia,South Sudan,Returnees,2
2013,France,Bosnia and Herzegovina,Returnees,2
2013,Gabon,Congo,Returnees,4
2013,Gabon,Rwanda,Returnees,2
2013,United Kingdom,Iraq,Returnees,465
2013,Ghana,C̫te d'Ivoire,Returnees,71
2013,Ghana,Liberia,Returnees,17
2013,Ghana,Mali,Returnees,1
2013,Ghana,Togo,Returnees,5
2013,Guinea,C̫te d'Ivoire,Returnees,389
2013,Guinea,Mali,Returnees,8
2013,Gambia,C̫te d'Ivoire,Returnees,32
2013,"China, Hong Kong SAR",Sri Lanka,Returnees,2
2013,Croatia,Bosnia and Herzegovina,Returnees,49
2013,India,Afghanistan,Returnees,117
2013,India,Sri Lanka,Returnees,908
2013,Iran (Islamic Rep. of),Afghanistan,Returnees,8247
2013,Iran (Islamic Rep. of),Iraq,Returnees,4035
2013,Jordan,Iraq,Returnees,1710
2013,Kazakhstan,Afghanistan,Returnees,1
2013,Kenya,Burundi,Returnees,4
2013,Kenya,Rwanda,Returnees,1
