Year,Country / territory of asylum/residence,Origin,Population type,Value
2008,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,94
2008,Mozambique,Burundi,Returnees,32
2008,Mozambique,Dem. Rep. of the Congo,Returnees,525
2008,Mauritania,C̫te d'Ivoire,Returnees,15
2008,Mauritania,Dem. Rep. of the Congo,Returnees,1
2008,Malawi,Burundi,Returnees,25
2008,Malawi,Rwanda,Returnees,75
2008,Namibia,Angola,Returnees,2
2008,Namibia,Dem. Rep. of the Congo,Returnees,13
2008,Namibia,Somalia,Returnees,1
2008,Nigeria,Liberia,Returnees,337
2008,Nigeria,Rwanda,Returnees,1
2008,Nigeria,Sierra Leone,Returnees,24
2008,Netherlands,Afghanistan,Returnees,14
2008,Netherlands,Bosnia and Herzegovina,Returnees,35
2008,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,5
2008,Norway,Afghanistan,Returnees,12
2008,Norway,Bosnia and Herzegovina,Returnees,48
2008,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3
2008,Pakistan,Afghanistan,Returnees,274200
2008,Pakistan,Somalia,Returnees,1
2008,Panama,Colombia,Returnees,11
2008,Russian Federation,Afghanistan,Returnees,31
2008,Russian Federation,Liberia,Returnees,1
2008,Russian Federation,Pakistan,Returnees,1
2008,Rwanda,Burundi,Returnees,49
2008,Saudi Arabia,Iraq,Returnees,131
2008,Sudan,Dem. Rep. of the Congo,Returnees,6
2008,Sudan,Eritrea,Returnees,4
2008,Sudan,Ethiopia,Returnees,68
2008,Senegal,Liberia,Returnees,7
2008,Senegal,Mauritania,Returnees,7036
2008,Senegal,Sierra Leone,Returnees,7
2008,Sierra Leone,C̫te d'Ivoire,Returnees,4
2008,Sierra Leone,Liberia,Returnees,1137
2008,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,32
2008,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,672
2008,Slovakia,Bosnia and Herzegovina,Returnees,1
2008,Slovenia,Bosnia and Herzegovina,Returnees,46
2008,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3
2008,Sweden,Afghanistan,Returnees,19
2008,Sweden,Bosnia and Herzegovina,Returnees,299
2008,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,36
2008,Swaziland,Rwanda,Returnees,1
2008,Syrian Arab Rep.,Iraq,Returnees,4160
2008,Syrian Arab Rep.,Sudan,Returnees,2
2008,Chad,Dem. Rep. of the Congo,Returnees,28
2008,Chad,Sudan,Returnees,22000
2008,Togo,C̫te d'Ivoire,Returnees,1
2008,Togo,Dem. Rep. of the Congo,Returnees,1
2008,Togo,Rwanda,Returnees,2
2008,Thailand,Sri Lanka,Returnees,1
2008,Thailand,Nepal,Returnees,1
2008,Tajikistan,Afghanistan,Returnees,15
2008,Turkmenistan,Afghanistan,Returnees,6
2008,Turkmenistan,Russian Federation,Returnees,2
2008,Tunisia,C̫te d'Ivoire,Returnees,2
2008,Turkey,Iraq,Returnees,480
2008,United Rep. of Tanzania,Burundi,Returnees,94891
2008,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,15681
2008,United Rep. of Tanzania,Rwanda,Returnees,254
2008,United Rep. of Tanzania,Sudan,Returnees,4
2008,Uganda,Burundi,Returnees,246
2008,Uganda,Dem. Rep. of the Congo,Returnees,14327
2008,Uganda,Eritrea,Returnees,87
2008,Uganda,Ethiopia,Returnees,91
2008,Uganda,Guinea,Returnees,5
2008,Uganda,Kenya,Returnees,720
2008,Uganda,Nigeria,Returnees,2
2008,Uganda,Pakistan,Returnees,4
2008,Uganda,Palestinian,Returnees,3
2008,Uganda,Rwanda,Returnees,3174
2008,Uganda,Sudan,Returnees,46858
2008,Uganda,Sierra Leone,Returnees,1
2008,Uganda,Somalia,Returnees,1318
2008,Ukraine,Afghanistan,Returnees,1
2008,Ukraine,Armenia,Returnees,1
2008,United States of America,Bosnia and Herzegovina,Returnees,64
2008,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3
2008,Uzbekistan,Afghanistan,Returnees,21
2008,Vanuatu,Indonesia,Returnees,1
2008,Various/Unknown,Bosnia and Herzegovina,Returnees,50
2008,Various/Unknown,Congo,Returnees,2
2008,Various/Unknown,Iraq,Returnees,14450
2008,Yemen,Eritrea,Returnees,1
2008,Yemen,Iraq,Returnees,183
2008,Yemen,Sudan,Returnees,1
2008,Yemen,Somalia,Returnees,144
2008,South Africa,Angola,Returnees,1
2008,South Africa,Burundi,Returnees,101
2008,South Africa,Dem. Rep. of the Congo,Returnees,159
2008,South Africa,Ethiopia,Returnees,2
2008,South Africa,Liberia,Returnees,4
2008,South Africa,Rwanda,Returnees,11
2008,South Africa,Sudan,Returnees,4
2008,South Africa,Somalia,Returnees,3
2008,South Africa,Uganda,Returnees,2
2008,Zambia,Angola,Returnees,275
2008,Zambia,Burundi,Returnees,17
2008,Zambia,Dem. Rep. of the Congo,Returnees,9700
2008,Zambia,Namibia,Returnees,14
2008,Zambia,Rwanda,Returnees,11
2008,Zambia,Sudan,Returnees,3
2008,Zambia,Uganda,Returnees,100
2008,Zambia,Zimbabwe,Returnees,3
2008,Zimbabwe,Angola,Returnees,4
2008,Zimbabwe,Dem. Rep. of the Congo,Returnees,39
2009,Afghanistan,Iraq,Returnees,1
2009,Angola,Rwanda,Returnees,1
2009,Albania,Algeria,Returnees,1
2009,United Arab Emirates,Iraq,Returnees,570
2009,Argentina,Colombia,Returnees,6
2009,Australia,Afghanistan,Returnees,1
2009,Australia,Bosnia and Herzegovina,Returnees,5
2009,Austria,Bosnia and Herzegovina,Returnees,59
2009,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,923
2009,Azerbaijan,Russian Federation,Returnees,9
2009,Burundi,Dem. Rep. of the Congo,Returnees,49
2009,Burundi,Rwanda,Returnees,7
2009,Belgium,Afghanistan,Returnees,1
2009,Belgium,Bosnia and Herzegovina,Returnees,5
2009,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,91
2009,Benin,Burundi,Returnees,3
2009,Benin,C̫te d'Ivoire,Returnees,9
2009,Benin,Dem. Rep. of the Congo,Returnees,23
2009,Benin,Congo,Returnees,13
2009,Benin,Rwanda,Returnees,5
2009,Benin,Chad,Returnees,6
2009,Benin,Togo,Returnees,148
2009,Burkina Faso,Dem. Rep. of the Congo,Returnees,3
2009,Burkina Faso,Congo,Returnees,2
2009,Burkina Faso,Rwanda,Returnees,5
2009,Burkina Faso,Sudan,Returnees,1
2009,Burkina Faso,Chad,Returnees,1
2009,Bosnia and Herzegovina,Croatia,Returnees,617
2009,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,45
2009,Belarus,Afghanistan,Returnees,1
2009,Brazil,Colombia,Returnees,1
2009,Botswana,Angola,Returnees,2
2009,Botswana,Ethiopia,Returnees,1
2009,Botswana,Namibia,Returnees,31
2009,Botswana,Zimbabwe,Returnees,19
2009,Central African Rep.,Burundi,Returnees,3
2009,Central African Rep.,Dem. Rep. of the Congo,Returnees,7
2009,Central African Rep.,Sudan,Returnees,5
2009,Canada,Bosnia and Herzegovina,Returnees,6
2009,Canada,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2009,Switzerland,Bosnia and Herzegovina,Returnees,45
2009,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,232
2009,China,Burundi,Returnees,1
2009,C̫te d'Ivoire,Congo,Returnees,4
2009,C̫te d'Ivoire,Ghana,Returnees,1
2009,C̫te d'Ivoire,Liberia,Returnees,422
2009,Cameroon,Burundi,Returnees,8
2009,Cameroon,Central African Rep.,Returnees,37
2009,Cameroon,Dem. Rep. of the Congo,Returnees,9
2009,Cameroon,Liberia,Returnees,1
2009,Cameroon,Rwanda,Returnees,1
2009,Cameroon,Sudan,Returnees,1
2009,Cameroon,Chad,Returnees,1000
2009,Dem. Rep. of the Congo,Angola,Returnees,2
2009,Dem. Rep. of the Congo,Burundi,Returnees,95
2009,Dem. Rep. of the Congo,Central African Rep.,Returnees,14
2009,Dem. Rep. of the Congo,Congo,Returnees,7
2009,Dem. Rep. of the Congo,Rwanda,Returnees,14780
2009,Dem. Rep. of the Congo,Chad,Returnees,3
2009,Congo,Burundi,Returnees,2
2009,Congo,Central African Rep.,Returnees,2
2009,Congo,Dem. Rep. of the Congo,Returnees,85
2009,Congo,Rwanda,Returnees,37
2009,Congo,Chad,Returnees,2
2009,Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2009,Germany,Afghanistan,Returnees,6
2009,Germany,Bosnia and Herzegovina,Returnees,117
2009,Germany,Iraq,Returnees,530
2009,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,374
2009,Denmark,Bosnia and Herzegovina,Returnees,40
2009,Denmark,Iraq,Returnees,320
2009,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,6
2009,Egypt,C̫te d'Ivoire,Returnees,5
2009,Egypt,Dem. Rep. of the Congo,Returnees,1
2009,Egypt,Eritrea,Returnees,4
2009,Egypt,Ethiopia,Returnees,2
2009,Egypt,Iraq,Returnees,1900
2009,Egypt,Sudan,Returnees,527
2009,Egypt,Sierra Leone,Returnees,1
2009,Egypt,Somalia,Returnees,38
2009,Egypt,Uzbekistan,Returnees,4
2009,Spain,Bosnia and Herzegovina,Returnees,2
2009,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2009,Ethiopia,Sudan,Returnees,1023
2009,Finland,Bosnia and Herzegovina,Returnees,7
2009,Finland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,6
2009,France,Afghanistan,Returnees,11
2009,France,Bosnia and Herzegovina,Returnees,32
2009,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,82
2009,Gabon,Congo,Returnees,46
2009,Gabon,Guinea,Returnees,1
2009,Gabon,Liberia,Returnees,1
2009,Gabon,Mauritania,Returnees,1
2009,Gabon,Chad,Returnees,7
2009,United Kingdom,Afghanistan,Returnees,99
2009,United Kingdom,Bosnia and Herzegovina,Returnees,17
2009,United Kingdom,Iraq,Returnees,340
2009,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,47
2009,Georgia,Russian Federation,Returnees,15
2009,Ghana,C̫te d'Ivoire,Returnees,1
2009,Ghana,Liberia,Returnees,714
2009,Ghana,Sierra Leone,Returnees,1
2009,Ghana,Togo,Returnees,136
2009,Guinea,C̫te d'Ivoire,Returnees,32
2009,Guinea,Liberia,Returnees,110
2009,Guinea,Sierra Leone,Returnees,10
2009,Gambia,C̫te d'Ivoire,Returnees,15
2009,Gambia,Liberia,Returnees,26
2009,Gambia,Sudan,Returnees,1
2009,Gambia,Sierra Leone,Returnees,138
2009,Guinea-Bissau,C̫te d'Ivoire,Returnees,5
2009,Guinea-Bissau,Liberia,Returnees,1
2009,Honduras,Colombia,Returnees,1
2009,Croatia,Bosnia and Herzegovina,Returnees,66
2009,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2009,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,266
2009,Indonesia,Afghanistan,Returnees,7
2009,Indonesia,Sri Lanka,Returnees,8
2009,India,Afghanistan,Returnees,19
2009,India,Sri Lanka,Returnees,1480
2009,Ireland,Bosnia and Herzegovina,Returnees,1
2009,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2009,Iran (Islamic Rep. of),Afghanistan,Returnees,6028
2009,Iran (Islamic Rep. of),Iraq,Returnees,5620
2009,Iraq,Turkey,Returnees,26
2009,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2009,Italy,Bosnia and Herzegovina,Returnees,3
2009,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,7
2009,Jamaica,Haiti,Returnees,7
2009,Jordan,Iraq,Returnees,2470
2009,Kazakhstan,Iraq,Returnees,4
2009,Kenya,Burundi,Returnees,2
2009,Kenya,Rwanda,Returnees,1
2009,Kenya,Sudan,Returnees,665
2009,Kyrgyzstan,Afghanistan,Returnees,23
2009,Kyrgyzstan,Russian Federation,Returnees,4
2009,Kyrgyzstan,Uzbekistan,Returnees,1
2009,Cambodia,Viet Nam,Returnees,121
2009,Lebanon,Iraq,Returnees,310
2009,Lebanon,Sudan,Returnees,11
2009,Liberia,Sudan,Returnees,2
2009,Libya,Iraq,Returnees,90
2009,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,41
2009,Morocco,Iraq,Returnees,8
2009,Morocco,Liberia,Returnees,1
2009,Morocco,Sierra Leone,Returnees,3
2009,Rep. of Moldova,Afghanistan,Returnees,1
2009,Rep. of Moldova,Russian Federation,Returnees,1
2009,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,1
2009,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,86
2009,Mali,Dem. Rep. of the Congo,Returnees,2
2009,Mali,Sierra Leone,Returnees,22
2009,Montenegro,Bosnia and Herzegovina,Returnees,8
2009,Montenegro,Croatia,Returnees,2
2009,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,202
2009,Mozambique,Burundi,Returnees,13
2009,Mozambique,Rwanda,Returnees,3
2009,Mauritania,C̫te d'Ivoire,Returnees,7
2009,Mauritania,Dem. Rep. of the Congo,Returnees,1
2009,Mauritania,Iraq,Returnees,1
2009,Mauritania,Sierra Leone,Returnees,34
2009,Malawi,Burundi,Returnees,154
2009,Malawi,Dem. Rep. of the Congo,Returnees,20
2009,Malawi,Rwanda,Returnees,37
2009,Namibia,Angola,Returnees,144
2009,Namibia,Dem. Rep. of the Congo,Returnees,15
2009,Niger,Congo,Returnees,2
2009,Niger,Sudan,Returnees,5
2009,Niger,Chad,Returnees,1
2009,Nigeria,Liberia,Returnees,68
2009,Nigeria,Sudan,Returnees,5
2009,Nigeria,Sierra Leone,Returnees,18
2009,Netherlands,Afghanistan,Returnees,5
2009,Netherlands,Bosnia and Herzegovina,Returnees,44
2009,Netherlands,Iraq,Returnees,450
2009,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,16
2009,Norway,Afghanistan,Returnees,5
2009,Norway,Bosnia and Herzegovina,Returnees,30
2009,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,188
2009,New Zealand,Bosnia and Herzegovina,Returnees,1
2009,Pakistan,Afghanistan,Returnees,51290
2009,Panama,Colombia,Returnees,29
2009,Peru,Cuba,Returnees,1
2009,Peru,Haiti,Returnees,1
2009,Philippines,Iraq,Returnees,1
2009,Philippines,Sri Lanka,Returnees,1
2009,Papua New Guinea,Indonesia,Returnees,311
2009,Russian Federation,Afghanistan,Returnees,54
2009,Russian Federation,Angola,Returnees,1
2009,Russian Federation,Ethiopia,Returnees,1
2009,Russian Federation,Iraq,Returnees,1
2009,Russian Federation,Pakistan,Returnees,4
2009,Rwanda,Burundi,Returnees,2805
2009,Sudan,Eritrea,Returnees,1
2009,Sudan,Ethiopia,Returnees,9
2009,Sudan,Somalia,Returnees,2
2009,Sudan,Chad,Returnees,781
2009,Sudan,Uganda,Returnees,78
2009,Senegal,C̫te d'Ivoire,Returnees,3
2009,Senegal,Mauritania,Returnees,12012
2009,Sierra Leone,C̫te d'Ivoire,Returnees,2
2009,Sierra Leone,Liberia,Returnees,64
2009,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,36
2009,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,92
2009,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3
2009,Slovenia,Bosnia and Herzegovina,Returnees,50
2009,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2009,Sweden,Afghanistan,Returnees,4
2009,Sweden,Bosnia and Herzegovina,Returnees,237
2009,Sweden,Iraq,Returnees,1990
2009,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,76
2009,Swaziland,Dem. Rep. of the Congo,Returnees,5
2009,Syrian Arab Rep.,Iraq,Returnees,18210
2009,Syrian Arab Rep.,Kenya,Returnees,4
2009,Syrian Arab Rep.,Sudan,Returnees,3
2009,Chad,Dem. Rep. of the Congo,Returnees,1
2009,Chad,Sudan,Returnees,966
2009,Togo,Burundi,Returnees,3
2009,Togo,C̫te d'Ivoire,Returnees,11
2009,Thailand,Nepal,Returnees,1
2009,Tajikistan,Afghanistan,Returnees,20
2009,Turkmenistan,Afghanistan,Returnees,5
2009,Turkmenistan,Azerbaijan,Returnees,1
2009,Turkey,Iraq,Returnees,350
2009,Turkey,Uzbekistan,Returnees,7
2009,United Rep. of Tanzania,Burundi,Returnees,29115
2009,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,1458
2009,Uganda,Burundi,Returnees,115
2009,Uganda,Dem. Rep. of the Congo,Returnees,25616
2009,Uganda,Kenya,Returnees,449
2009,Uganda,Rwanda,Returnees,5701
2009,Uganda,Sudan,Returnees,29917
2009,Ukraine,Afghanistan,Returnees,1
2009,Ukraine,Bosnia and Herzegovina,Returnees,1
2009,Ukraine,Congo,Returnees,1
2009,Ukraine,Iraq,Returnees,1
2009,Ukraine,Sudan,Returnees,6
2009,Ukraine,Chad,Returnees,1
2009,Uruguay,Colombia,Returnees,6
2009,Uruguay,Peru,Returnees,1
2009,United States of America,Bosnia and Herzegovina,Returnees,33
2009,United States of America,Iraq,Returnees,660
2009,Uzbekistan,Afghanistan,Returnees,1
2009,Venezuela (Bolivarian Republic of),Colombia,Returnees,17
2009,Various/Unknown,Bosnia and Herzegovina,Returnees,28
2009,Various/Unknown,Iraq,Returnees,3870
2009,Yemen,Eritrea,Returnees,3
2009,Yemen,Ethiopia,Returnees,4
2009,Yemen,Iraq,Returnees,340
2009,Yemen,Somalia,Returnees,21
2009,South Africa,Angola,Returnees,1
2009,South Africa,Burundi,Returnees,21
2009,South Africa,Dem. Rep. of the Congo,Returnees,14
2009,South Africa,Congo,Returnees,5
2009,South Africa,Egypt,Returnees,1
2009,Zambia,Angola,Returnees,2295
2009,Zambia,Burundi,Returnees,18
2009,Zambia,Dem. Rep. of the Congo,Returnees,16985
2009,Zambia,Rwanda,Returnees,18
2009,Zambia,Sudan,Returnees,1
2009,Zambia,Uganda,Returnees,10
2009,Zimbabwe,Angola,Returnees,4
2009,Zimbabwe,Burundi,Returnees,4
2009,Zimbabwe,Dem. Rep. of the Congo,Returnees,2
2010,Australia,Bosnia and Herzegovina,Returnees,15
2010,Austria,Bosnia and Herzegovina,Returnees,69
2010,Azerbaijan,Afghanistan,Returnees,10
2010,Azerbaijan,Iraq,Returnees,2
2010,Azerbaijan,Russian Federation,Returnees,19
2010,Burundi,Dem. Rep. of the Congo,Returnees,1101
2010,Burundi,Rwanda,Returnees,2
2010,Burundi,Uganda,Returnees,9
2010,Belgium,Bosnia and Herzegovina,Returnees,5
2010,Benin,Burundi,Returnees,10
2010,Benin,C̫te d'Ivoire,Returnees,9
2010,Benin,Dem. Rep. of the Congo,Returnees,6
2010,Benin,Congo,Returnees,1
2010,Benin,Chad,Returnees,1
2010,Benin,Togo,Returnees,20
2010,Burkina Faso,Dem. Rep. of the Congo,Returnees,8
2010,Burkina Faso,Chad,Returnees,1
2010,Bosnia and Herzegovina,Croatia,Returnees,397
2010,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,38
2010,Belarus,Georgia,Returnees,3
2010,Belize,El Salvador,Returnees,2
2010,Bolivia (Plurinational State of),Colombia,Returnees,2
2010,Bolivia (Plurinational State of),Peru,Returnees,1
2010,Brazil,Angola,Returnees,1
2010,Brazil,Colombia,Returnees,7
2010,Botswana,Angola,Returnees,4
2010,Botswana,Burundi,Returnees,1
2010,Botswana,Kenya,Returnees,1
2010,Botswana,Namibia,Returnees,28
2010,Botswana,Zimbabwe,Returnees,77
2010,Central African Rep.,Sudan,Returnees,2
2010,Canada,Bosnia and Herzegovina,Returnees,7
2010,Switzerland,Bosnia and Herzegovina,Returnees,65
2010,C̫te d'Ivoire,Dem. Rep. of the Congo,Returnees,1
2010,C̫te d'Ivoire,Congo,Returnees,9
2010,C̫te d'Ivoire,Ghana,Returnees,1
2010,C̫te d'Ivoire,Liberia,Returnees,917
2010,Cameroon,Burundi,Returnees,2
2010,Cameroon,Central African Rep.,Returnees,18
2010,Cameroon,Dem. Rep. of the Congo,Returnees,3
2010,Cameroon,Rwanda,Returnees,2
2010,Cameroon,Sudan,Returnees,7
2010,Cameroon,Chad,Returnees,34
2010,Dem. Rep. of the Congo,Burundi,Returnees,3640
2010,Dem. Rep. of the Congo,Congo,Returnees,7
2010,Dem. Rep. of the Congo,Rwanda,Returnees,10807
2010,Dem. Rep. of the Congo,Sudan,Returnees,1
2010,Congo,Central African Rep.,Returnees,6
2010,Congo,Dem. Rep. of the Congo,Returnees,4
2010,Congo,Rwanda,Returnees,49
2010,Costa Rica,Colombia,Returnees,20
2010,Costa Rica,Nicaragua,Returnees,20
2010,Cuba,Iraq,Returnees,1
2010,Czech Rep.,Bosnia and Herzegovina,Returnees,1
2010,Germany,Bosnia and Herzegovina,Returnees,176
2010,Denmark,Bosnia and Herzegovina,Returnees,22
2010,Egypt,C̫te d'Ivoire,Returnees,2
2010,Egypt,Ethiopia,Returnees,2
2010,Egypt,Iraq,Returnees,243
2010,Egypt,Sudan,Returnees,251
2010,Egypt,Somalia,Returnees,12
2010,Eritrea,Sudan,Returnees,13
2010,Ethiopia,Sudan,Returnees,47
2010,Finland,Bosnia and Herzegovina,Returnees,8
2010,France,Bosnia and Herzegovina,Returnees,40
2010,Gabon,Congo,Returnees,82
2010,Gabon,Chad,Returnees,2
2010,United Kingdom,Bosnia and Herzegovina,Returnees,24
2010,Georgia,Russian Federation,Returnees,5
2010,Ghana,Liberia,Returnees,181
2010,Ghana,Togo,Returnees,3
2010,Guinea,C̫te d'Ivoire,Returnees,1
2010,Guinea,Liberia,Returnees,116
2010,Gambia,C̫te d'Ivoire,Returnees,12
2010,Gambia,Liberia,Returnees,17
2010,Gambia,Nepal,Returnees,2
2010,Guinea-Bissau,C̫te d'Ivoire,Returnees,5
2010,"China, Hong Kong SAR",Sri Lanka,Returnees,2
2010,Honduras,Iran (Islamic Rep. of),Returnees,1
2010,Croatia,Bosnia and Herzegovina,Returnees,44
2010,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2010,Indonesia,Afghanistan,Returnees,4
2010,Indonesia,Iran (Islamic Rep. of),Returnees,4
2010,Indonesia,Iraq,Returnees,1
2010,Indonesia,Sri Lanka,Returnees,3
2010,India,Afghanistan,Returnees,65
2010,India,Iran (Islamic Rep. of),Returnees,1
2010,India,Sri Lanka,Returnees,5043
2010,Ireland,Bosnia and Herzegovina,Returnees,1
2010,Iran (Islamic Rep. of),Afghanistan,Returnees,8487
2010,Iran (Islamic Rep. of),Iraq,Returnees,1662
2010,Iran (Islamic Rep. of),Turkey,Returnees,19
2010,Iraq,Iran (Islamic Rep. of),Returnees,16
2010,Iraq,Palestinian,Returnees,13
2010,Iraq,Turkey,Returnees,236
2010,Italy,Bosnia and Herzegovina,Returnees,4
2010,Jordan,Bosnia and Herzegovina,Returnees,1
2010,Jordan,Iraq,Returnees,106
2010,Kazakhstan,Russian Federation,Returnees,3
2010,Kenya,Burundi,Returnees,1
2010,Kenya,Dem. Rep. of the Congo,Returnees,3
2010,Kenya,Iraq,Returnees,1
2010,Kenya,Mozambique,Returnees,5
2010,Kenya,Namibia,Returnees,1
2010,Kenya,Rwanda,Returnees,2
2010,Kenya,Sudan,Returnees,64
2010,Kenya,Somalia,Returnees,6
2010,Kyrgyzstan,Afghanistan,Returnees,5
2010,Kyrgyzstan,Russian Federation,Returnees,2
2010,Lebanon,Iraq,Returnees,40
2010,Liberia,Ethiopia,Returnees,1
2010,Liberia,Guinea,Returnees,1
2010,Liberia,Togo,Returnees,3
2010,Libya,Iraq,Returnees,29
2010,Libya,Sudan,Returnees,8
2010,Saint Lucia,Sri Lanka,Returnees,1
2010,Sri Lanka,Iraq,Returnees,1
2010,Sri Lanka,Pakistan,Returnees,2
2010,Lithuania,Russian Federation,Returnees,5
2010,Rep. of Moldova,Sudan,Returnees,1
2010,Madagascar,Burundi,Returnees,1
2010,Mexico,Dem. Rep. of the Congo,Returnees,1
2010,Mexico,Colombia,Returnees,2
2010,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,158
2010,Montenegro,Bosnia and Herzegovina,Returnees,5
2010,Montenegro,Croatia,Returnees,7
2010,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,201
2010,Mozambique,Dem. Rep. of the Congo,Returnees,1
2010,Mauritania,C̫te d'Ivoire,Returnees,4
2010,Mauritania,Congo,Returnees,1
2010,Mauritania,Liberia,Returnees,1
2010,Mauritania,Togo,Returnees,3
2010,Malawi,Burundi,Returnees,64
2010,Malawi,Dem. Rep. of the Congo,Returnees,40
2010,Malawi,Rwanda,Returnees,27
2010,Malaysia,Bosnia and Herzegovina,Returnees,1
2010,Malaysia,Sri Lanka,Returnees,13
2010,Namibia,Angola,Returnees,83
2010,Namibia,Burundi,Returnees,5
2010,Namibia,Dem. Rep. of the Congo,Returnees,5
2010,Niger,C̫te d'Ivoire,Returnees,5
2010,Nigeria,Liberia,Returnees,32
2010,Nigeria,Sudan,Returnees,1
2010,Nigeria,Uganda,Returnees,1
2010,Netherlands,Bosnia and Herzegovina,Returnees,34
2010,Norway,Bosnia and Herzegovina,Returnees,32
2010,New Zealand,Bosnia and Herzegovina,Returnees,1
2010,Pakistan,Afghanistan,Returnees,109383
2010,Pakistan,Iraq,Returnees,1
2010,Panama,Colombia,Returnees,3
2010,Peru,Haiti,Returnees,1
2010,Russian Federation,Afghanistan,Returnees,38
2010,Russian Federation,Congo,Returnees,1
2010,Russian Federation,Iraq,Returnees,1
2010,Russian Federation,Liberia,Returnees,1
2010,Rwanda,Burundi,Returnees,1
2010,Rwanda,Uganda,Returnees,1
2010,Sudan,Central African Rep.,Returnees,22
2010,Sudan,Dem. Rep. of the Congo,Returnees,1
2010,Sudan,Uganda,Returnees,44
2010,Senegal,Central African Rep.,Returnees,3
2010,Senegal,C̫te d'Ivoire,Returnees,3
2010,Senegal,Mauritania,Returnees,1391
2010,Senegal,Rwanda,Returnees,1
2010,Senegal,Chad,Returnees,3
2010,Sierra Leone,Liberia,Returnees,38
2010,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,65
2010,Slovenia,Bosnia and Herzegovina,Returnees,29
2010,Sweden,Bosnia and Herzegovina,Returnees,201
2010,Syrian Arab Rep.,Iraq,Returnees,194
2010,Chad,Sudan,Returnees,4000
2010,Togo,C̫te d'Ivoire,Returnees,5
2010,Tajikistan,Afghanistan,Returnees,38
2010,Tunisia,Algeria,Returnees,3
2010,United Rep. of Tanzania,Burundi,Returnees,1012
2010,United Rep. of Tanzania,Rwanda,Returnees,1
2010,Uganda,Burundi,Returnees,8
2010,Uganda,Dem. Rep. of the Congo,Returnees,6177
2010,Uganda,Kenya,Returnees,324
2010,Uganda,Rwanda,Returnees,3
2010,Uganda,Sudan,Returnees,2674
2010,Ukraine,Russian Federation,Returnees,4
2010,United States of America,Bosnia and Herzegovina,Returnees,89
2010,Uzbekistan,Afghanistan,Returnees,2
2010,Various/Unknown,Bosnia and Herzegovina,Returnees,35
2010,Various/Unknown,Iraq,Returnees,26410
2010,Various/Unknown,Liberia,Returnees,2
2010,Yemen,Ethiopia,Returnees,3
2010,Yemen,Iraq,Returnees,204
2010,Yemen,Somalia,Returnees,16
2010,South Africa,Angola,Returnees,1
2010,South Africa,Burundi,Returnees,9
